ma_window,entry_z,exit_z,trade_count,contracts_median,net_0.0,sharpe_0.0,dd_0.0,net_0.5,sharpe_0.5,dd_0.5,net_1.0,sharpe_1.0,dd_1.0,net_1.5,sharpe_1.5,dd_1.5,net_2.0,sharpe_2.0,dd_2.0,survives_1t
5850,1.0,0.0,35,3.0,348879.9180502854,9.657918358732774,-0.02054085807377333,289379.9180502854,8.326889608572005,-0.021013098272618436,229879.91805028543,6.845917193942159,-0.02214994066779809,170379.91805028543,5.223786540158479,-0.02590181752798804,110879.91805028543,3.481676254498827,-0.03200459769899069,True
5850,1.0,0.25,29,3.0,344342.96413809527,9.028440505711561,-0.02022230847880456,295342.96413809527,8.04226705115822,-0.020639824303358152,246342.96413809527,6.939548725617273,-0.02107494389350484,197342.96413809527,5.723051752721961,-0.02186387505576504,148342.96413809527,4.403994514837566,-0.02591685799661846,True
5850,1.0,0.5,24,3.0,306328.32067859126,7.594977972849782,-0.020551555093621447,266328.32067859126,6.846196713769713,-0.020900666802321,226328.32067859126,6.016901750853357,-0.021492696500541572,186328.32067859126,5.1068853161788414,-0.02275158802468362,146328.32067859126,4.119899843558746,-0.024929618233252022,True
5850,1.25,0.0,23,3.0,345690.03570553986,9.4523411224553,-0.019533454554656337,306190.03570553986,8.682025114069535,-0.019826499963235215,266690.03570553986,7.822537757818667,-0.020128471960727784,227190.03570553986,6.872026034098081,-0.020439784730753204,187690.03570553986,5.8324947975543235,-0.020760878482991896,True
5850,1.25,0.25,19,3.0,304795.77306165686,7.981949645707825,-0.019574199229796592,272295.77306165686,7.321071789750782,-0.01983996973938242,239795.77306165686,6.605427138911565,-0.020113056635484107,207295.77306165686,5.836019222547023,-0.020393766253449033,174795.77306165686,5.015784710728704,-0.020682422272265903,True
5850,1.25,0.5,16,3.0,255000.52878291998,6.346900211383996,-0.020164996621179713,228000.52878291998,5.824966618984528,-0.020229293198288933,201000.52878291998,5.26361806106768,-0.020462721273379395,174000.52878291998,4.662953867588955,-0.020701599341846462,147000.52878291998,4.024128076890227,-0.020946120524831018,True
5850,1.5,0.0,16,4.0,270540.91727632564,8.565412090935428,-0.020210848328868096,241540.91727632564,7.83593587023887,-0.020427475077620907,212540.91727632564,7.044114404590224,-0.02064879589741691,183540.91727632564,6.193283395056296,-0.02087496503269642,154540.91727632564,5.289518897700731,-0.021106143560582363,True
5850,1.5,0.25,14,3.5,249887.77001680154,7.043645206049828,-0.020046022798425885,224887.77001680154,6.476621795034282,-0.020257227507567574,199887.77001680154,5.869269496797675,-0.020472930108140667,174887.77001680154,5.223378936774206,-0.02069327582964492,149887.77001680154,4.542054420897799,-0.020918416221899168,True
5850,1.5,0.5,12,3.0,212989.80502412235,5.634667635248753,-0.02037607522294958,191989.80502412235,5.180104403835077,-0.020557244391776003,170989.80502412235,4.698892204854326,-0.02074166410978996,149989.80502412235,4.191924284539758,-0.020929422651254952,128989.80502412235,3.6607225496298743,-0.02112061151595228,True
5850,1.75,0.0,10,4.0,184990.60824664962,6.452581021024652,-0.02105188725617715,166490.60824664962,5.904098833556914,-0.021182423706890146,147990.60824664962,5.322476173827065,-0.0213145890930503,129490.60824664962,4.710806498340651,-0.02144841409678214,110990.60824664962,4.0732717781976415,-0.02158393017563746,True
5850,1.75,0.25,8,3.5,142285.66077540442,4.564116513775689,-0.021039880076128933,127785.66077540442,4.134869709272698,-0.021169119103945727,113285.66077540442,3.6917766579565123,-0.021299955665407946,98785.66077540442,3.237070045624784,-0.021432419565582884,84285.66077540442,2.7732602814885223,-0.021566541355605533,True
5850,1.75,0.5,8,3.5,147682.76376250898,4.291579213939401,-0.02098768850952187,133182.76376250898,3.915597044755637,-0.021116285191975077,118682.76376250898,3.5259524623110616,-0.02124646747622486,104182.76376250898,3.1239870243724766,-0.021378264869978965,89682.76376250898,2.711300178429523,-0.021511707617691483,True
5850,2.0,0.0,7,4.0,156062.60627061408,5.506461215658412,-0.02132484829026321,142562.60627061408,5.109444598352989,-0.021428326116824534,129062.60627061408,4.690707036454527,-0.021532813082791643,115562.60627061408,4.251575384492401,-0.02163832402253569,102062.60627061408,3.793887109130281,-0.02174487406261363,True
5850,2.0,0.25,6,4.0,112702.57013640134,3.6363404613300285,-0.0213306317882854,101202.57013640134,3.288456356305317,-0.021433255444168294,89702.57013640134,2.9317459989265315,-0.021536871337728983,78202.57013640134,2.5677915867318166,-0.02164149392935158,66702.57013640134,2.198318501010835,-0.021747137961776537,True
5850,2.0,0.5,6,4.0,113067.59307032917,3.3285535472753787,-0.021326995273976114,101567.59307032917,3.0190440064439863,-0.021429583857479513,90067.59307032917,2.700742098637675,-0.021533164168819525,78567.59307032917,2.3746914019843266,-0.02163775065845019,67067.59307032917,2.0420761063553114,-0.021743358058938966,True
5850,2.5,0.0,5,4.0,159456.19216569653,5.913977792200164,-0.02136606106693589,149456.19216569653,5.6759170062100415,-0.021434355909989912,139456.19216569653,5.417273195755611,-0.021503088750676053,129456.19216569653,5.137342196209421,-0.02157226381608679,119456.19216569653,4.8357206932269285,-0.02164188538788407,True
5850,2.5,0.25,4,4.0,110028.57025262387,3.668157123911078,-0.02135730918182699,102028.57025262387,3.4371921816872097,-0.021424948911047657,94028.57025262387,3.197312468446282,-0.021493018438671654,86028.57025262387,2.949183915976712,-0.02156152187431262,78028.57025262387,2.6936127667193284,-0.02163046338014504,True
5850,2.5,0.5,4,4.0,110239.04007229256,3.3257687928051145,-0.021355206992112862,102239.04007229256,3.1221530357193306,-0.021422833385415268,94239.04007229256,2.9106955369089484,-0.02149088944981626,86239.04007229256,2.691757300009327,-0.02155937929330398,78239.04007229256,2.465802242533809,-0.021628307076401374,True
