rank,rank_sharpe,ma_window,entry_z,exit_z,zscore_valid_rows,sharpe_ratio,daily_return_count,daily_return_mean,daily_return_std,return_over_max_dd,sharpe_rank_eligible,trade_count,winning_trades,losing_trades,win_rate,gross_pnl_twd,net_pnl_twd,return_pct,max_drawdown_twd,max_drawdown_pct,profit_factor,avg_trade_pnl_twd,exposure_minutes,exposure_ratio,total_fee_twd,total_crossing_cost_twd,start,end,rank_net_pnl,rank_return_over_max_dd
39,39,1560,1.0,0.0,7151,5.074176101877253,23,0.0022134544860691234,0.006924769646444781,2.2298683665580126,True,19,17,2,0.8947368421052632,209570.10148195564,103238.12609993617,0.0516190630499681,-47834.28837250313,-0.02314892835115932,5.14582751868715,5433.585584207167,31208,0.8282597733485496,106331.97538201947,82585.47732058472,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,19,30
40,40,2500,0.75,-0.25,7151,5.067738501104263,23,0.0021210929881557076,0.00664424719595935,2.2471871928629583,True,25,20,5,0.8,238844.21780796375,98869.14805775629,0.04943457402887824,-45263.77429921017,-0.021998422822042552,14.497805557190976,3954.7659223102514,23214,0.6160991533745588,139975.06975020745,108553.44441178518,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,24,29
41,41,2500,1.5,-0.25,7151,4.983336844844314,23,0.0017466414336884842,0.005563957252364403,1.846554750514141,True,7,5,2,0.7142857142857143,120970.96967058063,81204.66787970685,0.04060233393985347,-45263.77429921017,-0.021988156012459667,18.33840955834289,11600.666839958121,12807,0.33989755566761326,39766.30179087378,30790.657289533323,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,40,41
42,42,3900,1.0,0.0,7151,4.934046047423775,23,0.0019298117856128584,0.0062088622758910295,2.0453544333142575,True,9,8,1,0.8888888888888888,141019.29885611884,89801.12808977193,0.04490056404488592,-45263.77429921017,-0.0219524613013549,20.39837443241865,9977.90312108577,25633,0.6802993710024151,51218.170766346906,39717.055526202494,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,31,34
43,43,780,1.5,0.5,7151,4.897799829713476,23,0.0019359863015709139,0.0062748235620123105,2.055248340438809,True,13,11,2,0.8461538461538461,163206.5813180893,90079.6097847463,0.04503980489237316,-45263.77429921017,-0.021914531692436186,9.416429321893247,6929.200752672792,26336,0.698956978688394,73126.97153334302,56686.57383099576,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,30,33
44,44,390,2.5,-0.25,7151,4.852338640710195,23,0.0013101943773544437,0.0042863230474709255,1.9915297302552586,True,17,12,5,0.7058823529411765,156863.10893671153,60730.70407304069,0.030365352036520372,-31288.180757138878,-0.015247250179201885,4.988169960164863,3572.3943572376875,3551,0.09424347779930466,96132.40486367086,74469.21901780758,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,63,36
45,45,390,1.0,0.5,7151,4.721161987033882,23,0.0014193111470802904,0.004772313686981294,1.3351663690160003,True,39,26,13,0.6666666666666666,285457.2692056962,65802.34773294102,0.032901173866470464,-50165.34881567699,-0.024642003146557824,2.1365459994796137,1687.2396854600263,24536,0.6511850102178932,219654.92147275517,170606.21244810347,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,59,67
46,46,3900,1.0,-0.25,7151,4.717429589742137,23,0.0019592609654315403,0.006593061542599335,2.057923549122613,True,11,10,1,0.9090909090909091,153310.84808914267,91102.2193325042,0.045551109666252046,-45263.77429921017,-0.022134500421880383,20.679429421750527,8282.019939318563,24280,0.6443907747020887,62208.62875663842,48230.086403802256,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,28,32
47,47,780,1.0,-0.25,7151,4.618413950721044,23,0.0013802795026303877,0.004744325228555727,1.4442323584487915,True,34,27,7,0.7941176470588235,254269.33614307016,63957.185692744264,0.03197859284637217,-45263.77429921017,-0.02214227693992361,2.956462201759368,1881.0936968454196,24273,0.6442049948247034,190312.15045032592,147834.12728806792,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,60,60
48,48,2500,1.5,0.25,7151,4.486429547219896,23,0.001655700277878801,0.005858428580886578,1.73672730132191,True,6,5,1,0.8333333333333334,110799.01229580924,76786.38263527864,0.03839319131763931,-45263.77429921017,-0.022106631990190015,17.5869965484293,12797.730439213106,22610,0.6000690039544574,34012.629660530605,26306.192169846454,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,45,48
